,Target,Tweet,Stance,Sentiment
173,Donald Trump,"what’s going on at the #dnc2020 today? tony bettack joins the show from inside the convention hall. also, the son of the president, @USER joins @USER &amp; @USER at 4:50 on wisconsin’s afternoon news, right after bucks basketball on wtmj! HTTP",NONE,other
174,Donald Trump,@USER #donaldtrump with buddy #harveyweinstein HTTP,NONE,other
175,Donald Trump,@USER @USER more democrat b/s. wakeup! #trump2020,FAVOR,other
176,Donald Trump,"#trump2020 idk whats worst, liberals in nicaragua or the usa 
#freespeech #socialismkills",FAVOR,neg
177,Donald Trump,"@USER @USER if i only have 62 cents in my couch, i'm richer than trump. i don't owe anyone. he's negative 451 million.",AGAINST,neg
178,Donald Trump,gov. michelle lujan grisham: ‘we have the chance this november to end two existential crises — the trump presidency and the environmental annihilation he represents’ #demconvention HTTP,AGAINST,other
179,Donald Trump,@USER #kanyeconjob trump just thinks african americans are going to automatically vote for kanye 🙄 he certainly doesn't give them much credit does he?? don't fall for it he's trying to split the vote between kanye and biden.  #votetrumpout #voteblue2020 #gojoe,AGAINST,neg
180,Donald Trump,@USER @USER do #republican voters not sell &amp; buy on @USER? #goptaxcuts oct 2019 you raised taxes on my small business. not a democrat in sight. you own this. i’m still pissed. small gov low taxes fiscal conservative my a** #gopconvention #gopconvention2020 #goptx,NONE,neg
181,Donald Trump,"the conflation of wh symbolism with the current administration is not a signal of, nor a nod toward fascism. it is fascism. this is what we fought against in wwii...i say this without partisan politics in mind. but if america thinks its bad now, buckle up! #rnc2020",AGAINST,neg
182,Donald Trump,@USER i'm not american but i always think buchanan gets that title but trump is a shocker but then is he really entitled to be thought of as a president? he's really just the squatter in the white house.,AGAINST,neg
183,Donald Trump,@USER @USER @USER @USER @USER @USER @USER @USER @USER none of the #gop clowns have any class and by association none of the people in attendance do either.  all suckers and losers!,AGAINST,neg
184,Donald Trump,"@USER ""c'mon man the thing is well you know what it is! in a sea of what's happening now with the birds and crackheads. are you a junkie!? i'm tired. where am i again?""  
ok it's not verbatim but you get the idea #joebiden should be relaxing in his comfy chair😥
#trump2020landslide 🇺🇸",FAVOR,other
185,Donald Trump,"bernie’s face is tomato red, shocker he doesn’t want anyone to know his blood pressure #demdebate",NONE,neg
186,Donald Trump,"watching the presidential debate is making my head hurt. it's like one big wrinkled up orange baby won't stop  crying over two adults trying to talk politics.
#presidentialdebate2020 #theginmagaisgodawful #trumpisabigorangebaby #noyouretheliar",AGAINST,neg
187,Donald Trump,#joebiden ... we won’t rely on china for ppps .... after you and obama you made zero changes ...,NONE,neg
188,Donald Trump,the only upside to tonight i see is that it'll fuel a good snl skit or two #demdebate,NONE,pos
189,Donald Trump,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER i got you anthony!  let’s do this!!  #biden2020,AGAINST,pos
190,Donald Trump,#debate. trump was honest and sweet for him.  joe lost left. no green deal no universal health and no defund police. he said i’m not for any of those.  so just vote trump is the result,FAVOR,other
191,Donald Trump,"@USER trump has his downfalls, we all do, but at the end of the day he is taking action for all americans. 
#maga
#trump2020 
#whatdoesbidenreallydofortheamericanpeople HTTP",FAVOR,pos
192,Donald Trump,man does mayopete love means testing. keep those poors in their place! #demdebate,NONE,other
193,Donald Trump,@USER texas will never be blue. #votered #trump2020,FAVOR,other
194,Donald Trump,"@USER it's extremist neoliberalism [neofascism] rejecting democratic principles for servility to, and enablement of, the oligopoly's avaricious accumulation of public &amp; national wealth in private hands while denying government services or serving the welfare of the people #gop #tories",NONE,neg
195,Donald Trump,this is so much fun watching these cannibals eat each other up. name calling and put downs. they are all awful! #demdebate,NONE,neg
196,Donald Trump,clearly the budget for this was close to $0 #rnc2020,NONE,other
197,Donald Trump,"#2020elections #trumpcoronavirustestfailure

cuomo to trump

first of all if he is sitting at home watching tv, maybe he should get up and go to work

how many times do you want me to say “thank you”?

i’m saying thank you for doing your job

this was your role as president. ok!",AGAINST,neg
198,Donald Trump,"biden was the real man last night. the bigger man. the man who could debate with words, facts and policy positions, not professional wrestling theatrics. #bidenwon #presidentialdebate #bidenwonthedebate",AGAINST,pos
199,Donald Trump,people who would hand trump a second term by not voting biden and effectively killing progressive agendas for the next lifetime are the very definition of cutting off a nose to spite its face. #2020election #bluewave #biden2020,AGAINST,neg
200,Donald Trump,"@USER 😩
yes, many issues with greed in capitalistic economy. 
must improve! 
more accountability, more laws to protect workers, reduce power of conglomerate corporations etc...
not necessarily throw out capitalism entirely. 
#votebluetosaveamerica",AGAINST,other
201,Donald Trump,hey biden.. which one is it?? #debate #trump #trump2020 HTTP,FAVOR,other
202,Donald Trump,if you’re army and a trump supporter please stfu you’re embarrassing us ✨,AGAINST,neg
203,Donald Trump,"""this was a disaster for #bloomberg...his answer on women was terrible... he got completely destroyed on the nda question...his answer on stop-and-frisk was as bad as it could possibly be, and then he basically lied [on] redlining"" - @USER  #demdebate HTTP",NONE,neg
204,Donald Trump,"@USER @USER i think @USER is looking in the wrong place for comrades. the russians are working for the #trump campaign, with full knowledge of the #gop . our intelligence community has said so.",AGAINST,neg
205,Donald Trump,"@USER after your dancing libtard routine on the five you should be embarrassed by your ignorance! is there anyway to quantify your stupidity with being a libtard, lefty liberal, trump hating anti-american you are? is it being a libtard or is it brain damage? #trump2020",FAVOR,neg
206,Donald Trump,"vote #biden2020 because he won't have cops tear gas your mom, keep babies in cages at the border, or kill off your grandparents and school children for the economy.",AGAINST,neg
207,Donald Trump,"@USER @USER how 'bout that news on @USER and his nasty sexual exploits between the pool boy and his wife.  you repugnants sicken me, @USER  #voteblue #votebluetosaveamerica",AGAINST,neg
208,Donald Trump,"that darn nancy pelosi.....
#myhomemadememes #nancypelosi #politicalmemes #politicalmeme #trump2020 #trump #trumpmemes #meme #memes #lol #lmfao #lulz #lmao #funny #hilarious #haha #humor #humorous #havingfun #joke… HTTP",FAVOR,neg
209,Donald Trump,"@USER @USER @USER, you can still do the right thing.  continuing to bow to the crook in the wh is a sure end to your careers.  im done with the lot of you #votebluetosaveamerica",AGAINST,neg
210,Donald Trump,"@USER resorting to name calling again with #joehiden? you realize that being a dick doesn't make yours any bigger, right?

#dumptrump2020 
#trumpmustgo 
#voteblue2020 
#votebidenharristosaveamerica HTTP",AGAINST,neg
211,Donald Trump,us as #americans don't need #donaldtrumps lies he's sololy bringing down out great country he think its ok to interject on a peace riot with military police on a blm riot we can't take another 4 years his lies so #votebidenharris2020 and our an end to the nightmare #voteblue HTTP,AGAINST,neg
212,Donald Trump,communism is the ideal system of government #makeamericagreatagain,NONE,pos
213,Donald Trump,"don't forget to subscribe to satanic panic fun and games

pro boxer david rodriguez makes money from kids charity #qanon HTTP",NONE,other
214,Donald Trump,"can you believe kennedy lost in massachusetts? because he's not radical enough. 
#trumprally #trumprallylatrobe #maga #maga2020",FAVOR,neg
215,Donald Trump,"joe biden just coughed, he clearly self-infected to take bernie out. #democraticdebate",NONE,neg
216,Donald Trump,"😂😂😂 do we not like when the socialist, who gained all his wealth through capitalism and our tax dollars, called out audience?  

""dem debate: catch up on the highlights from the ninth democratic debate"" #demdebate HTTP",NONE,neg
217,Donald Trump,"#quote 10:01-10:10 - we've now reach the point where the fbi is opening a new china-related counter-intelligence case - about every ten hours.

approx 1 hr

vid HTTP

#buildthewall #finishthewall #maga #kag #trump2020

qt-rv-221 #borderobserver HTTP",FAVOR,other
218,Donald Trump,"@USER the student athletes deserve to live. ignoring the warnings about the virus, calling it a hoax, screwing up the response, the sheer incompetence of this administration is the reason the u.s. is the worst in the world. #voteblue2020",AGAINST,neg
219,Donald Trump,this debate is only helping trump. only trump. these are a bad idea. maybe good with two candidates. not this many. i am just annoyed #demdebate,NONE,neg
220,Donald Trump,"the only way that bidens isn't lying is if there are two bidens, like the movie 'the prestige'. one biden was on the senate floor arguing against social security and the other was in the democratic debate denying he did that.  #demdebate #berniewon",NONE,other
221,Donald Trump,"@USER that is a #democrat stronghold in florida. if the election looks close, a truckload of missing ballots will show up.",NONE,neg
222,Donald Trump,"they're trying to fulfill your innate desire to ""fit into"" the latest trend. but it's miserable and leads to nothing! you know this. like all the other times.

we're interested in you. 
just you. and it is a single person. 
not a mob. they won't be there after.

#qanon",NONE,neg
223,Donald Trump,@USER @USER @USER is that one of you and mike madigans favorite place. i wonder how much money you have extorted from them and the countless other great establishments in your unsafe ward. makes me sick every time i am forced to write a check to your campaign for re-election you’re useless #maga,FAVOR,neg
224,Donald Trump,@USER i am really sorry. i am going to go have a pacifico advil right now. goodnight! #fucktrump,AGAINST,neg
225,Donald Trump,"green race: from space, dnc highlights environmentalism now HTTP",NONE,other
226,Donald Trump,@USER amazing!!! nick sandmann exceeded my expectations. he was ruthless #kag,FAVOR,pos
227,Donald Trump,"how am i just now finding this account?! what a fabulous way to end a very difficult day. good night, twitter. #votebluetosaveamerica 🌊 HTTP",AGAINST,pos
228,Donald Trump,"#demconvention don’t miss tonight! 
#bidenharris2020 #votingmatters HTTP",AGAINST,pos
229,Donald Trump,we will take back our punter from the trump goons. #demconvention,AGAINST,pos
230,Donald Trump,i paid more for weed than trump did in taxes,AGAINST,neg
231,Donald Trump,"@USER i wonder why demmys didn’t have daughter speak?  maybe they would have to acknowledge the violence they ignored at the dnc. well, it’s a good thing david dorns daughter was not *forced* to endorse potus!  good thing ann dorn was free to make up her own mind.  #trump2020",FAVOR,other
232,Donald Trump,whatever rat fuck #mayorpetecheats #demdebate HTTP,NONE,neg
233,Donald Trump,@USER the uk spamming bbc news on facebook #saveourchildren ... the uk waking up!! HTTP,NONE,other
234,Donald Trump,@USER if trump can't figure which person he's suppose to be debating how exactly is that wallace's fault?,NONE,neg
235,Donald Trump,"now up at #rnc2020, dr. ben carson, a walking reminder that if you put you mind to it, you too could do brain surgery.",NONE,pos
236,Donald Trump,"#demdebate 

sanders - “america is racist. the whole damn country is racist.” 

steyer - “oh yeah? well i hate being white and i’m for reparations.”

warren - “oh yeah? i’m half black.”

biden - “check out my tattoo.” HTTP",NONE,neg
237,Donald Trump,"when i see people wear their #maga hats and #womenfortrump tees, it may as well say ”i’m a racist,” because that’s what it all really means.",AGAINST,neg
238,Donald Trump,"@USER @USER sorry., @USER, those folks with an r next to their name have a responsibility to speak truth to power and with the exception of one republican they have all remained silent. it’s time to toss all the babies out with the bathwater. 
#voteblue",AGAINST,neg
239,Donald Trump,this is a real eye opener ..please watch the full video and share with all your followers #walkaway  #trump2020  #realdonaldtrump  @USER HTTP,NONE,pos
240,Donald Trump,i just made a donation to mj for texas to help elect mj to the u.s. senate! now is the time to stand up for our country. vote out trump and vote out every gop enabler.  #voteblue HTTP,AGAINST,pos
241,Donald Trump,#chicago mayor bans protestors from her block as recall petitions against... HTTP,FAVOR,neg
242,Donald Trump,@USER does bill barr not think the supreme court has better and more important matters to deal with than the hissy fits of a egotistical bigoted orange 74 year old baby complaining about twitter. #demconvention #billbarrhearing @USER @USER @USER,AGAINST,neg
243,Donald Trump,"so, what might we conclude from #donaldtrump's attempt to delay the us #election - first, he clearly thinks he will not win; second,he's worried what will come out once the dems take controlof the wh - i'm expecting lots of shredding &amp; bonfires in november",AGAINST,neg
244,Donald Trump,i learned that another republican electoral strategy is to talk about wars and military families and 2nd amendment rights frequently. why do americans have a gun fixation? it's so confusing. #rnc2020 4/x,NONE,neg
245,Donald Trump,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER greatly appreciated the ride with all these amazing patriots!  
rt'd. ifb #kag  🇺🇸
 
all #maga, please be sure you are following @USER     
🚂🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃🇺🇸 HTTP",FAVOR,pos
246,Donald Trump,"#autism in the time of the #coronavirus: institutional blindness #covid19 #covid-19 #wwg1wga #helpeopleonlus #monsterfunder 

please #donate today to my  

 #plz rt! click below HTTP",NONE,other
247,Donald Trump,"we had a great rally in front of the governor’s (people’s) mansion in carson city, nv to protest ab4 (mail-in ballot, ballot harvesting bill). we left the area as we found it with no garbage or damage. #maga #kag HTTP",FAVOR,pos
248,Donald Trump,that “clown” shot was uncalled for. i think @USER needs to apologize to clowns. #debate #debate2020 #trumpisaclown,AGAINST,neg
249,Donald Trump,"president trump: ""we built the greatest economy in history. we closed it down due to the 'china plague'."" #presidentialdebate2020",NONE,other
250,Donald Trump,"we the people
deserve better
#buildbackbetter 
#votebluetosaveamerica",AGAINST,pos
251,Donald Trump,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER i am from the bronx,NONE,other
252,Donald Trump,"@USER american will vote against the mob. enough violence!
#trump2020

HTTP",FAVOR,neg
253,Donald Trump,reading the headline about the #dnc2020 and it's already obvious that the democrats are falling into the same trap as last time.,NONE,neg
254,Donald Trump,"@USER the groundbreaking peace deal between israel and uae has paved the way for peace in the middle east, brokered by @USER. 

they said he'd start wars.

#trump2020 #trumplandslidevictory2020 #maga #maga2020 

 HTTP",FAVOR,other
255,Donald Trump,"this debate is so fun, i'm almost sorry i had bourbon before watching... this would have been just as interesting sober...
#demdebate",NONE,pos
256,Donald Trump,"r.i.p  💀 nfl 🏈  it's over 😆
HTTP
🤡🤪🤡🤪🤡🤪🤡🤪
#nfl #trumprally #trump2020 #maga #maga2020 #lol #trumprallynevada #trumptrain #trump2020landslide HTTP",FAVOR,other
257,Donald Trump,"you better pick warren for vp if she’s willing, biden 👀 #demdebate",NONE,other
258,Donald Trump,"@USER @USER @USER i think you should send this to @USER so her followers can follow @USER she got the interview afterall. #biden2020
#bidenharris2020",AGAINST,other
259,Donald Trump,"@USER gummies, joints, bongs whatever you need to get through 90 mins of trump.",AGAINST,neg
260,Donald Trump,wtf? any rational political observer should be able to say #gop convention to date has been unorthodoxed but effective. just like #dnc was in its own way. but for liberal media to distract from such success &amp; assign blame to @USER for pending hurricane?! #insane,NONE,neg
261,Donald Trump,i’m not sure how much more ⁦@USER⁩ #maga winning this country can take. HTTP,FAVOR,neg
262,Donald Trump,via @USER: ukrainian church leader who called covid 'punishment for same-sex marriage' has covid HTTP,NONE,neg
263,Donald Trump,"this is truth.  #alllivesmatter #unbornbabylivesmatter #trump2020
'pure evil – it's borderline satanic': black media man hammers dems HTTP",FAVOR,neg
264,Donald Trump,"#portlandriots can you f’ckn  #anarchists, #georgesoros thugs, #antifa, #liberalquacks #blmantifaterroriststhugs stop your damn attacks? we have wildfires &amp; 2 looming hurricanes &amp; need all resources you’re wasting! .@USER @USER @USER @USER @USER #maga",NONE,neg
265,Donald Trump,"watching the #demdebate is like listening to a convalescent home squabble..

hardly bearable",NONE,neg
266,Donald Trump,"@USER #trump2020kag #maga
🇺🇸 ifbap 🇺🇸 please follow @USER 😊",FAVOR,other
267,Donald Trump,"with everything that's going on in the world now, i wish that people would watch this film.. at the edge of the city. the end scene when everyone in the courtroom is called out on their prejudice and hypocrisy is so satisfying.. HTTP",NONE,pos
268,Donald Trump,"trump’s playbook is simple but effective: throw mud, turn a phrase, force concessions &amp; use hyperbole.

and he does this using simple english that connects.

this makes him very appealing in the age of hashtags &amp; twitter anonymity to push narrow often myopic views.

#debate2020",NONE,pos
269,Donald Trump,"@USER reference to the ny #nakedcowboy. he roams times square in tiny whitey underwear. #demdebate 
HTTP",NONE,other
270,Donald Trump,"@USER glad you parted ways with the rock ( the pebble) on this.
good on ya champ #kag",FAVOR,pos
271,Donald Trump,"@USER #1a comes first for a reason. these red ❄️ #snowflakes are amusing because they call everyone else a snowflake. #irony

amusing ""back the blue"" sounds like a blue wave, #democrat supporter group. 🌊🌊🌊 👌

can't expect much from rw  #nitwits

we have your back, pat 👊",AGAINST,neg
272,Donald Trump,@USER @USER thank you!  #trump2020,FAVOR,pos
273,Donald Trump,@USER can u even imagine some one like this trying to tell u anything? she does not even know the tax laws! amazon made billions last year and did not pay the first penny! these are tax laws the idiot biden put in place the last 47 years!,FAVOR,neg
274,Donald Trump,"@USER @USER @USER big man with his 32 followers!! guess no one wants to here his uneducated,snowflake crying 😢. #trump2020 we r not going anywhere,get use to us. try again noob!! HTTP",FAVOR,neg
275,Donald Trump,"#trump cites #obama and #joebiden handling of #swineflu when talking about #covid19 

let's talk about that. #joebiden and #obama had vaccine within a few weeks and held #h1n1 to just over 15,000 deaths

#trump still doesn't even have coherent testing plan, and has 200,000 deaths",AGAINST,neg
276,Donald Trump,"@USER #moscowmitchmcconnell says he's proud of the work he's done.
i always thought he was lying. but, no. he's proud of cheating us. he's proud of taking our hard-earned money &amp; giving it to the lazy rich non-working class.
#votebidenharris
#bluewave
#voteamymcgrath to #ditchmitch2020",AGAINST,neg
277,Donald Trump,ballot sent. fuck trump,AGAINST,neg
278,Donald Trump,"@USER @USER dude haven't u heard about joe biden's ""i'm not trump"" policy?

text joe to 33303303003303 and read about his detailed 100-day plan to not be donald trump 🌊🌊🌊",NONE,other
279,Donald Trump,"@USER @USER @USER dotard don is so insecure.... how insecure is he.... 
he had to lie about throwing out the yankees first pitch to keep up with dr. fauci.
#biden2020",AGAINST,neg
280,Donald Trump,"serious question for the #qanon goofballs: the deep state has a ""heart attack gun"" which is undetectable (just leaves a tiny red pinprick size dot which means nothing if it is ever found) and voice-to-skull weapons. do you think they couldn't end trump's run if they wanted? lol HTTP",NONE,neg
281,Donald Trump,@USER that’s so freakin cool #trump2020,FAVOR,pos
282,Donald Trump,"@USER @USER i agree!  that is why i am voting for joe biden.
#trumpvirus #trumpiskillingus #trumpisacompletefailure #votebluetosaveamerica2020 #biden2020",AGAINST,neg
283,Donald Trump,"what do all the conspiracy theorists, #antivaccine #anti #covid #billgatesvaccine #maga #trumplovers do, now as #trump has shares in vaccine companies and hired microsoft to store military/intelligence/space data?",NONE,other
284,Donald Trump,"""the past"" and biden references obama years as if thats actually the past, trying to hide his racism #demdebate",NONE,neg
285,Donald Trump,@USER @USER #mastiller gay trump supporters are always the best when theyre triggered #gaysfortrump #trumpisnotwell #dumptrump #njtrash #trump2020 #trumpviolence #gay #covidiots HTTP,AGAINST,neg
286,Donald Trump,"welp, there ya go. still good with this, trumpers?  #notmypresident     bob woodward book: in trump interviews for 'rage,' president says he downplayed coronavirus threat - the washington post HTTP",AGAINST,neg
287,Donald Trump,"democrats have #billtherapist speaking at the #demconvention2020 even after their fake #metoo hypocrisy. 

#trump2020 #votered2020 HTTP",FAVOR,neg
288,Donald Trump,kill two birds with one nuke. end covid-19 and ensure a biden wins. #biden2020 #covid19 #dumptrump2020 #maskup HTTP,AGAINST,other
289,Donald Trump,@USER my fear is biden will get rinsed because an essential decent but rather boring man is up against a showman liar.  in those circumstances we usually see the liar win.🙁,AGAINST,neg
290,Donald Trump,watching the presidential debate #trump2020 #presidentialdebate2020 #debates2020 #presidenttrump,FAVOR,other
291,Donald Trump,we will hold these people accountable!!!🔥🔥🇺🇸🔥🔥#rnc2020,NONE,pos
292,Donald Trump,@USER @USER when will trump start truthfully answering questions?,AGAINST,other
293,Donald Trump,"@USER says #joebiden's #leading in 2020.  
#remember @USER #fbi #coverup 
HTTP",NONE,other
294,Donald Trump,"and now, politics. 

my first comment: fuck bloomberg

#demdebate",NONE,neg
295,Donald Trump,"florida’s economy can’t afford another 4 years of trump’s broken promises to florida’s workers and families.🙅‍♀️
we’re ready for a real leader like @USER. will you join us in the fight to bring home florida? HTTP",AGAINST,neg
296,Donald Trump,seeing alot of maga hats and the us flag on the way to sturgis! #maga #kag2020 HTTP,FAVOR,other
297,Donald Trump,"@USER @USER it is so sad that @USER and the #maga crowd can't do math the same way they do meth
someone please explain to them that
1.4 million jobs have coming back
subtracted from 12.9 jobs lost due to #covid
still leaves 11.5 million people unemployed

HTTP",AGAINST,neg
298,Donald Trump,"best of luck tonight @USER @USER 2020
#votebidenharris2020 #voteblue 📢
(i hear everyone is voting for you) ✔ HTTP",AGAINST,pos
299,Donald Trump,love the roll call of states showing the beautiful diversity of america. #demconvention #bidenharris @USER,NONE,pos
300,Donald Trump,president @USER please talk about how you will protect social security during #rnc2020. this is a top issue for voters 50+. social security is a hard-earned benefit and a promise that must be kept. thank you for all you do to support our seniors. #protectvoters50plus,NONE,pos
301,Donald Trump,@USER @USER worthless dnc.  #trump2020.,FAVOR,neg
302,Donald Trump,"between april 12, 2009, and april 10, 2010, the cdc estimates swine flu caused 60.8 million illnesses, 273,304 hospitalizations and 12,469 deaths in the u.s.

 #demdebate",NONE,neg
303,Donald Trump,"@USER @USER @USER why is the fringe-right #maga crowd lying to the amer. ppl by reporting these isolated events as if the entire protest and everyone protesting, for a fair +good cause, are so-called ""anarchist,"" ""antifa,"" ""it's chaos,"" etc. why the fear mongering? to distract from trump failures?",AGAINST,neg
304,Donald Trump,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER trump also released his... via the new york times🤣🤣🤣,NONE,other
305,Donald Trump,@USER neither should your brusband. #trump2020,FAVOR,neg
306,Donald Trump,"@USER @USER he may know the details inside and out(i'm doubtful of that) but sean would present the information in a way that is most flattering to trump, and omit any information contrary to that narrative. i wouldn't trust anything he says without reviewing all the details myself.",AGAINST,other
307,Donald Trump,@USER that was no moderator - he gave biden softballs and tried to set traps for trump. disgraceful!,AGAINST,neg
308,Donald Trump,i think i like the other billionaire better. #demdebate,NONE,other
309,Donald Trump,"lock them up @USER #maga tucker @USER 
HTTP",NONE,neg
310,Donald Trump,"🇺🇸☕️☕️good morning patriots ☕️☕️🇺🇸
well we are halfway thru the dimwit convention blooper reel.
can't wait for the republican convention
with all the bs #corruptdemocrats have put @USER thru and the unwarranted attack on his accomplishments.
his motto
#trump2020 HTTP",FAVOR,neg
311,Donald Trump,@USER i was gonna vote biden till i found out he left his post during ww1 to go hit on some french women😂 glad he found his way out the basement!  #trump2020,FAVOR,neg
312,Donald Trump,@USER vote early!  #votebluetosaveamerica,AGAINST,pos
313,Donald Trump,"hey, @USER
i saw the poll about how you beat donald trump.
#biden2020

#southcarolinaprimary 
#nevadacaucuses 
#democraticdebate

@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER",AGAINST,other
314,Donald Trump,y’all slow down with the tweets i can’t like them all #presidentialdebate #debates2020 #bidenharris2020,NONE,neg
315,Donald Trump,buttigieg: 'there is no evidence that [the strike of qasem soleimani] made our country safer...taking out a bad guy is not a good idea if you do not know what you are doing. this president has moved us this much closer to the brink of war.' #demdebate HTTP,NONE,neg
316,Donald Trump,"if they can find 3 teens that hacked twitter in 2 weeks time, how come they haven't found q and arrested him yet? it's been 3 years. 

#greatawakening 
#wwg1wga",NONE,neg
317,Donald Trump,"#gop #healsact protects corps from lawsuits from immune compromised workers from returning to work during covid19 instead of providing funding, procedures to open safely and adequate ppe. they would rather americans get sick (and possibly die) instead of #extendthe600",NONE,neg
318,Donald Trump,so #cocaine is trending. #rncconvention2020 #rnc2020 #trump 🧂 ❄️ 🎈 HTTP,NONE,other
319,Donald Trump,"i officially dislike pete
#demdebate",NONE,neg
320,Donald Trump,"amid her #demdebate argument against concerns that no woman can win the presidency, sen. warren argued that trump’s presidency produced many things including a wave of women elected to public office. HTTP",NONE,other
321,Donald Trump,#debates2020 donald trump doesn’t know how to speak the truth about responses to covid-19.,AGAINST,neg
322,Donald Trump,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER thank you for the 🚂 ride @USER 🇺🇸 ifb all #maga #kag patriots. please retweet HTTP,FAVOR,pos
323,Donald Trump,i really hope tonight let’s all of you realize old people should not run countries! fml! @USER @USER @USER @USER @USER @USER @USER @USER #blm #liberty #truth #trump2020 #bidenharris2020 #american #freedom come to my middle independent!,NONE,other
324,Donald Trump,how many flags do you need #donaldtrump,NONE,other
325,Donald Trump,"wow, i just saw a #joebiden  commercial. most #democrats have usually given up on #missouri since we went from purple to red so i haven't seen many commercials for the dem nominee at any level above city for the last few cycles. are we (mo) in play to #dumptrump2020?",AGAINST,other
326,Donald Trump,"@USER i pernounce it like another c word. we don’t need to know her name, it will all be over soon. #maga #maga2020 #trump2020",FAVOR,neg
327,Donald Trump,@USER you need to paint a scary picture of joe biden future of america and what you did and will do for our future,AGAINST,neg
328,Donald Trump,"california state senator @USER chairs a panel at #dnc2020 labor council caucus, of women who came out of the labor movement to win elected office - from minnesota, state auditor @USER accuses trump of making the truth a partisan issue.",AGAINST,other
329,Donald Trump,watching the #democraticdebate with a #migraine has made me hate pete's voice.,NONE,neg
330,Donald Trump,"@USER @USER good grief,  the republican party just keeps sinking lower and lower. how pathetic! 🙄 #voteblue2020 #dumptrump #saveourdemocracy",AGAINST,neg
331,Donald Trump,"@USER you can't afford... well, you'll have to! 😂 #joebiden #joebidenforpresident2020 #joebiden2020 #votebluetosaveamerica #votetrumpout #votethemallout2020 #trumpisnotwell #trumptreason",AGAINST,neg
332,Donald Trump,@USER  the song tootsie slide is it really a reference to the moon walk or the til tok dance please settle this for me please it’s a major debate among my kids #quarantinelife #debate #tootsieslide #drake,NONE,other
333,Donald Trump,a billionaire attacking a guy for owning a summer cabin #demdebate #demdebates #fckbloomberg,NONE,neg
334,Donald Trump,holy shitttttttt #biden is crying !!!!!! hes done !!!!! #presidentialdebate2020 #debate2020 #debates2020 #trump2020,FAVOR,pos
335,Donald Trump,what would happen if sanders was not allowed to wag his finger #demdebate,NONE,other
336,Donald Trump,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER omg i can’t stop laughing at morning joe’s comparison of ⁦⁦@USER⁩’s rnc speech  w/ dwight schrute’s mussolini speech from #theoffice 🤣😂🤣 #rnc2020 HTTP,NONE,pos
337,Donald Trump,"@USER you're only just now realizing that verse is about #drinkbleachdonnie  #trumplorable, right?

#democraticnationalconvention
#shegotitright
#biden
#bernie2020
#biden2020
#votebluetoendthisnightmare
#votebluetosaveamerica
#trumpliespeopledie
#votebluetosaveourlives",AGAINST,other
338,Donald Trump,"i'm begging some player in the ncaa to wear a #maga patch...please expose the hypocrisy of the left.
@USER",FAVOR,neg
339,Donald Trump,"every #joebiden answer:
“number 1... number 2... number 2... period. #demdebate #berniesurge #hellnojoe #bernie2020 #bernieorbust2020 #notmeus",NONE,other
340,Donald Trump,it’s a legendary night for the #divine9. #signmeup #familyiseverything #divinenine #dnc #dnc2020 m HTTP,NONE,pos
341,Donald Trump,@USER it's that simple. #voteblue2020,AGAINST,other
342,Donald Trump,"#joebiden had little to no energy. 
@USER has a new descriptor: #gladiator. 
#presidentialdebate 
#debate2020 
#debate 
#trump2020",FAVOR,other
343,Donald Trump,@USER @USER @USER @USER hi jake did you see @USER lobbing weaker insults to the #portland mayor?  really sad for anyone in that position and were all freaked out he is 'acting' (hmm) like a 5 yr old playin #cod but my kid said he could take em easy. respect! #gop can't #dunk🏀 #nbaisback,NONE,neg
344,Donald Trump,"@USER vote out every #republican - local, state &amp; federal. #voteblue2020 #votebluenomatterwho #votebluetosaveamerica #voteblue HTTP",AGAINST,neg
345,Donald Trump,"#nobelpeaceprize has a chance to restore integrity here after giving the war monger obama the prize.

“#donaldtrump nominated for nobel peace prize following israel-uae deal”

HTTP",FAVOR,other
346,Donald Trump,does anyone have a count of how many times joe says “one; look here’s the thing; period; obama”? it just seems like a lot 🤭#demdebate2020 #democraticdebate #cnndebate,NONE,other
